"DATE","HOTEL_ID","COUNTRY","HOTEL_STARS","ROOM_PRICE","ROOM_COST","LOS","DTA","BOOKING_DOW","CHECK_IN_DOW"
2019-05-10,150597,"US",2,60.84,56.97,1,0,"Wed","Wed"
2019-05-10,150597,"US",2,56.22,52.92,1,0,"Sat","Sat"
2019-05-10,150597,"US",2,56.22,52.92,1,0,"Fri","Fri"
2019-05-10,150597,"US",2,56.22,52.92,1,0,"Fri","Fri"
2019-05-28,111491,"US",2,62.3,58.25,1,5,"Wed","Mon"
2019-05-10,111491,"US",2,154.65,138.86,1,1,"Fri","Sat"
2019-05-20,208829,"US",2,78.43,72.38,1,0,"Mon","Mon"
2019-05-09,208829,"US",2,79.77,73.55,1,0,"Fri","Thu"
2019-05-10,208829,"US",2,79.51,73.32,1,0,"Sun","Sat"
2019-05-15,213753,"US",2,90.63,83.02,1,3,"Wed","Sat"
2019-05-19,270885,"US",3,114.61,103.97,1,0,"Sun","Sun"
2019-05-31,270885,"US",3,291.75,257.32,2,0,"Fri","Fri"
2019-05-14,377007,"US",2,60.8,56.94,1,0,"Tue","Tue"
2019-05-23,210102,"US",2,61.41,48.25,1,0,"Fri","Thu"
2019-05-22,210102,"US",2,49.1,46.68,1,0,"Thu","Wed"
2019-05-22,210102,"US",2,50.57,47.97,1,0,"Thu","Thu"
2019-05-10,217894,"US",3,248.3,219.98,2,0,"Sat","Fri"
2019-05-11,139963,"US",2,90.44,82.88,1,0,"Sat","Sat"
2019-05-18,113587,"US",3,239.97,212.79,1,0,"Sat","Sat"
2019-05-12,561504,"US",3,120.53,109.15,1,4,"Mon","Fri"
2019-05-11,213118,"US",3,204.68,195.74184,1,0,"Sat","Sat"
2019-05-28,213118,"US",3,186.51,166.55,1,0,"Tue","Tue"
2019-05-18,122511,"US",3,213.75,204.03175,1,6,"Sun","Sat"
2019-05-24,122511,"US",3,136.2,122.81,1,0,"Fri","Fri"
2019-05-26,122511,"US",3,132.93,122.81,1,0,"Sun","Sun"
2019-05-16,122511,"US",3,116.91,106,1,0,"Fri","Fri"
2019-05-10,122511,"US",3,257.58,228,2,0,"Sat","Sat"
2019-05-31,107402,"US",2,453.68,395.75,2,0,"Fri","Fri"
2019-05-21,269556,"US",2,69.7,69.0569,1,5,"Tue","Sun"
2019-05-21,269556,"US",2,163.9,157.3223,2,3,"Tue","Fri"
2019-05-22,107129,"US",3,244.11,214,2,1,"Wed","Thu"
2019-05-30,199097,"US",2,88.3,80.99,1,0,"Thu","Thu"
2019-05-14,106091,"US",3,215.18,191.41,1,3,"Wed","Sat"
2019-05-14,106091,"US",3,482.04,419.96,2,2,"Wed","Fri"
2019-05-22,241572,"US",2,67.72,62.95,1,0,"Thu","Thu"
2019-05-16,241572,"US",2,145.38,124.26,1,1,"Thu","Fri"
2019-05-18,234814,"US",2,70.98,65.85,1,0,"Sat","Sat"
2019-05-27,234814,"US",2,57.45,54,1,0,"Mon","Mon"
2019-05-13,109153,"US",3,178.72,159.81,1,11,"Tue","Sat"
2019-05-26,109153,"US",3,139.31,122.2,1,0,"Sun","Sun"
2019-05-25,197148,"US",2,122.04,108,1,0,"Sat","Sat"
2019-05-20,139432,"US",2,230.01,203.84,2,3,"Mon","Thu"
2019-05-15,533200,"US",2,114.62,104,1,6,"Wed","Tue"
2019-05-29,136391,"CA",2,171.14,143.04,1,35,"Wed","Wed"
2019-05-17,111893,"US",3,61.57,50.15,1,0,"Fri","Fri"
2019-05-17,111893,"US",3,57.56,54.11,1,20,"Sat","Fri"
2019-05-27,111893,"US",3,57.37,51.25,1,4,"Tue","Sat"
2019-05-18,111893,"US",3,211.92,188.7,2,43,"Mon","Tue"
2019-05-24,111893,"US",3,60.55,56.73,1,0,"Sat","Fri"
2019-05-12,111893,"US",3,178.86,160,4,25,"Sun","Thu"
2019-05-26,111893,"US",3,80.22,73.97,1,0,"Sun","Sun"
2019-05-25,111893,"US",3,80.22,73.97,1,0,"Sun","Sun"
2019-05-11,111893,"US",3,103.09,95.02,2,0,"Sat","Sat"
2019-05-11,111893,"US",3,182.83,160,4,85,"Mon","Tue"
2019-05-11,111893,"US",3,58.87,44.87,1,1,"Sat","Sun"
2019-05-11,111893,"US",3,72.23,50.15,1,0,"Sat","Sat"
2019-05-11,111893,"US",3,76.04,58.75,1,0,"Sat","Sat"
2019-05-11,111893,"US",3,57.43,54,1,0,"Fri","Fri"
2019-05-31,111893,"US",3,58.47,50.15,1,0,"Fri","Fri"
2019-05-22,111893,"US",3,157.12,141.09,3,58,"Wed","Fri"
2019-05-24,111893,"US",3,94.2,70.97,1,0,"Fri","Fri"
2019-05-28,111893,"US",3,461.51,403.12,4,115,"Tue","Fri"
2019-05-28,111893,"US",3,49.42,40.91,1,3,"Wed","Sat"
2019-05-30,111893,"US",3,178.86,160,4,7,"Fri","Fri"
2019-05-28,111893,"US",3,159.52,115.59,3,1,"Tue","Wed"
2019-05-29,111893,"US",3,97.5,89.08,2,85,"Thu","Fri"
2019-05-19,111893,"US",3,60.57,56.75,1,5,"Mon","Sat"
2019-05-19,111893,"US",3,166.18,148.98,2,3,"Wed","Sat"
2019-05-13,111893,"US",3,124.74,112.88,2,9,"Tue","Thu"
2019-05-13,111893,"US",3,183.36,160,4,13,"Thu","Wed"
2019-05-23,111893,"US",3,170.78,152.98,2,1,"Fri","Sat"
2019-05-20,111893,"US",3,121.2,100.3,2,4,"Mon","Fri"
2019-05-10,111893,"US",3,53.04,50.15,1,1,"Fri","Sat"
2019-05-10,111893,"US",3,119.15,108,2,43,"Fri","Sat"
2019-05-10,111893,"US",3,307.16,270.98,2,14,"Fri","Fri"
2019-05-10,111893,"US",3,54.55,51.47,1,1,"Sun","Mon"
2019-05-18,191653,"US",2,98.35,89.8,1,0,"Sat","Sat"
2019-05-20,581381,"US",2,91.68,83.97,1,0,"Tue","Mon"
2019-05-26,108281,"US",3,96.89,88,1,5,"Sun","Fri"
2019-05-16,108281,"US",3,93.47,87.42,1,9,"Thu","Sat"
2019-05-24,106954,"US",3,97.76,88.71,1,0,"Fri","Fri"
2019-05-24,106954,"US",3,97.76,88.71,1,0,"Fri","Fri"
2019-05-26,106954,"US",3,97.76,89.28,1,1,"Sun","Mon"
2019-05-17,903087,"US",2,115.92,105.14,1,2,"Fri","Sun"
2019-05-30,903087,"US",2,226.2,198.52,2,0,"Thu","Thu"
2019-05-29,115864,"CH",4,186.01,165,1,39,"Thu","Mon"
2019-05-27,308310,"US",2,112.42,102.06,1,0,"Sat","Sat"
2019-05-31,108067,"US",2,111.13,100.97,1,0,"Fri","Fri"
2019-05-29,630485,"MX",3,142.69,128.44,2,57,"Thu","Fri"
2019-05-29,630485,"MX",3,127.77,115.44,2,58,"Wed","Fri"
2019-05-29,630485,"MX",3,146.78,128.44,2,57,"Thu","Fri"
2019-05-17,121238,"US",2,131.81,118.98,1,0,"Sat","Sat"
2019-05-11,137967,"US",2,153.41,137.78,1,0,"Sat","Sat"
2019-05-10,493857,"US",2,91.68,83.96,1,0,"Fri","Fri"
2019-05-10,493857,"US",2,77.96,71.96,1,0,"Fri","Fri"
2019-05-20,569820,"US",2,100.88,92,1,12,"Mon","Sat"
2019-05-11,116799,"US",3,120.39,109.04,1,0,"Sat","Sat"
2019-05-18,112904,"US",4,299.86,220.97,1,0,"Sat","Sat"
2019-05-27,492765,"US",2,89.99,82.48,1,0,"Mon","Mon"
2019-05-31,276153,"US",4,414.05,362.16,2,5,"Fri","Wed"
2019-05-30,276153,"US",4,639.56,550.04,3,1,"Thu","Fri"
2019-05-30,276153,"US",4,490.45,427,2,6,"Thu","Wed"
2019-05-13,276153,"US",4,236.94,210.19,1,3,"Tue","Fri"
2019-05-13,111336,"US",2,119.22,108,1,0,"Mon","Mon"
2019-05-14,106090,"US",4,119.61,115.82257,1,3,"Tue","Fri"
2019-05-31,106090,"US",4,233.8,195,2,0,"Fri","Fri"
2019-05-10,106090,"US",4,93.03,85.15,1,0,"Fri","Fri"
2019-05-13,265995,"US",3,138.75,125.02,1,0,"Mon","Mon"
2019-05-23,210390,"US",2,77.54,68,1,3,"Thu","Sun"
2019-05-19,302206,"US",2,95.16,87,1,0,"Sun","Sun"
2019-05-17,133931,"US",2,102.46,93.38,1,6,"Sun","Sat"
2019-05-17,133931,"US",2,103.54,93.56,1,1,"Fri","Sat"
2019-05-15,133931,"US",2,107.42,93.56,1,3,"Wed","Sat"
2019-05-17,133931,"US",2,103.54,93.56,1,13,"Sat","Fri"
2019-05-27,133931,"US",2,152.34,135.62,1,12,"Mon","Sat"
2019-05-18,133931,"US",2,107.43,93.56,1,0,"Sat","Sat"
2019-05-21,133931,"US",2,261.13,229,2,10,"Tue","Fri"
2019-05-12,133931,"US",2,80.28,69.77,1,1,"Sun","Mon"
2019-05-22,133931,"US",2,110.96,93.56,1,2,"Thu","Sat"
2019-05-20,133931,"US",2,103.54,93.56,1,4,"Tue","Sat"
2019-05-11,108573,"US",3,127.23,115,1,0,"Sat","Sat"
2019-05-10,335298,"US",2,97.78,89.3,1,0,"Sat","Fri"
2019-05-10,335298,"US",2,97.78,89.3,1,0,"Sat","Fri"
2019-05-29,169634,"US",2,131.66,127.11342,1,0,"Wed","Wed"
2019-05-18,270514,"US",2,99.74,91,1,0,"Sat","Sat"
2019-05-19,114423,"US",2,346.83,333.2885,2,5,"Mon","Sat"
2019-05-27,179705,"AW",4,289.68,253.9,1,16,"Mon","Wed"
2019-05-25,213422,"US",3,96.31,88,1,0,"Sun","Sat"
2019-05-11,136254,"US",2,73.42,68,1,0,"Sat","Sat"
2019-05-10,139292,"US",2,74.57,68.58,1,0,"Sat","Sat"
2019-05-28,127569,"US",2,86.94,79,1,0,"Wed","Tue"
2019-05-24,204054,"US",3,293.25,258.75,3,0,"Fri","Fri"
2019-05-10,682146,"US",2,129.34,115.41,1,5,"Fri","Wed"
2019-05-30,264881,"US",3,111.8,101,1,0,"Fri","Fri"
2019-05-30,264881,"US",3,111.8,101,1,0,"Fri","Fri"
2019-05-25,201903,"US",2,56.49,50.39,1,0,"Sat","Sat"
2019-05-11,201903,"US",2,58.43,53.22,1,0,"Sat","Sat"
2019-05-28,432670,"US",3,206.98,184.28,2,10,"Tue","Fri"
2019-05-20,432670,"US",3,95.57,87.36,1,0,"Mon","Mon"
2019-05-24,110771,"US",3,196.84,173.82,1,0,"Fri","Fri"
2019-05-11,110771,"US",3,217.04,209.988,1,0,"Sat","Sat"
2019-05-15,135868,"US",3,143.84,129.47,1,9,"Thu","Sat"
2019-05-18,135868,"US",3,119.72,108.45,1,9,"Sat","Mon"
2019-05-17,111173,"US",2,137.16,123.64,1,43,"Fri","Sat"
2019-05-29,111173,"US",2,106.57,96.97,1,2,"Fri","Sun"
2019-05-10,152321,"US",2,160.59,144.01,1,0,"Fri","Fri"
2019-05-20,164558,"US",2,230.13,200,2,0,"Mon","Mon"
2019-05-20,164558,"US",2,178.97,160,2,0,"Mon","Mon"
2019-05-12,127597,"US",2,64.41,60.1,1,0,"Sun","Sun"
2019-05-24,127597,"US",2,74.11,68.6,1,0,"Fri","Fri"
2019-05-29,127597,"US",2,58.45,54.88,1,4,"Wed","Sun"
2019-05-30,127597,"US",2,138.71,125,2,0,"Sat","Fri"
2019-05-30,127597,"US",2,65.75,61,1,0,"Fri","Fri"
2019-05-28,127597,"US",2,68.88,64.02,1,0,"Tue","Tue"
2019-05-13,127597,"US",2,74.94,68,1,4,"Mon","Fri"
2019-05-17,242139,"US",4,244.33,208.89,1,0,"Fri","Fri"
2019-05-09,242139,"US",4,471.95,409.85,3,0,"Fri","Fri"
2019-05-25,242139,"US",4,205.92,175.63,1,1,"Sat","Sun"
2019-05-11,242139,"US",4,160.36,143.84,1,0,"Sat","Sat"
2019-05-30,242139,"US",4,146.71,131.97,1,54,"Sat","Thu"
2019-05-30,242139,"US",4,262.3,228.64,1,56,"Thu","Thu"
2019-05-23,242139,"US",4,218.22,193.8,1,29,"Thu","Fri"
2019-05-23,242139,"US",4,528.33,449.54,3,36,"Thu","Fri"
2019-05-17,264726,"US",2,103.34,90.19,1,9,"Fri","Sun"
2019-05-10,373630,"US",3,170.04,152.24,1,1,"Fri","Sat"
2019-05-30,422121,"US",2,110.27,96.02,1,0,"Thu","Thu"
2019-05-27,117240,"US",3,148.63,133,1,18,"Tue","Sat"
2019-05-30,117240,"US",3,128.37,115.99,1,0,"Thu","Thu"
2019-05-21,653553,"US",3,285.85,250.75,1,10,"Tue","Fri"
2019-05-25,653553,"US",3,622.81,535.29,3,19,"Sat","Thu"
2019-05-14,161296,"US",4,611.28,529,3,58,"Tue","Thu"
2019-05-17,161296,"US",4,278.47,246,1,15,"Fri","Sat"
2019-05-15,161296,"US",4,105.46,96,1,0,"Thu","Wed"
2019-05-11,161296,"US",4,234.52,179,1,7,"Sun","Sun"
2019-05-30,161296,"US",4,256.87,215.98,2,64,"Fri","Sat"
2019-05-30,161296,"US",4,250.1,222.32,2,64,"Fri","Sat"
2019-05-30,161296,"US",4,250.99,222.32,2,64,"Fri","Sat"
2019-05-20,161296,"US",4,210.27,140,1,0,"Tue","Mon"
2019-05-20,161296,"US",4,489.27,426,3,30,"Thu","Sat"
2019-05-30,255445,"US",2,46.59,42.96,1,0,"Thu","Thu"
2019-05-09,486344,"US",3,160.57,144,1,0,"Fri","Fri"
2019-05-17,455084,"PH",4,115.74,112.31612,1,12,"Fri","Wed"
2019-05-12,113918,"US",2,87.14,80,1,0,"Sun","Sun"
2019-05-18,669444,"US",2,143.85,129.47,1,0,"Sat","Sat"
2019-05-10,669444,"US",2,132.32,119.43,1,6,"Sat","Fri"
2019-05-27,128502,"US",2,430.56,376.11,3,15,"Thu","Fri"
2019-05-24,173770,"US",3,134.2,120,1,0,"Sat","Fri"
2019-05-10,173770,"US",3,106.59,97,1,0,"Sat","Sat"
2019-05-29,199919,"US",2,85.97,78.97,1,3,"Wed","Sat"
2019-05-14,107839,"US",3,75.7,70.26,1,0,"Tue","Tue"
2019-05-17,107839,"US",3,101.38,92.46,1,0,"Fri","Fri"
2019-05-21,107839,"US",3,68.85,63.93,1,0,"Tue","Tue"
2019-05-12,107839,"US",3,76,70.26,1,0,"Sun","Sun"
2019-05-25,107839,"US",3,97.18,88.79,1,0,"Sun","Sun"
2019-05-26,107839,"US",3,68.85,64.05,1,21,"Sun","Sun"
2019-05-20,107839,"US",3,121.37,119.1015,1,0,"Mon","Mon"
2019-05-31,698980,"US",3,574.57,498.29,3,0,"Fri","Fri"
2019-05-11,118048,"US",2,113.5,103,1,0,"Sat","Sat"
2019-05-26,143365,"US",3,147.31,132.5,2,0,"Sun","Sun"
2019-05-25,552566,"US",3,111.2,99.92,1,0,"Sat","Sat"
2019-05-10,552566,"US",3,97.77,89.3,1,13,"Sun","Sat"
2019-05-26,215112,"US",2,93.75,91.59175,1,1,"Sun","Mon"
2019-05-15,111891,"US",2,62.15,58.11,1,0,"Wed","Wed"
2019-05-23,111891,"US",2,76.41,68.84,1,0,"Fri","Fri"
2019-05-28,124133,"US",2,75.32,69.65,1,0,"Wed","Tue"
2019-05-24,464004,"US",2,90.58,83,1,0,"Fri","Fri"
2019-05-18,132184,"US",2,74.18,68.66,1,0,"Sat","Sat"
2019-05-18,132184,"US",2,61.6,57.64,1,0,"Sat","Sat"
2019-05-27,132184,"US",2,64.38,59.51,1,0,"Tue","Mon"
2019-05-15,276574,"US",3,286.66,253,2,1,"Thu","Fri"
2019-05-30,216069,"US",2,118.07,107,1,9,"Thu","Sat"
2019-05-17,253272,"US",2,218.59,208.78942,1,7,"Sat","Sat"
2019-05-10,209042,"US",2,117.57,106.56,1,0,"Fri","Fri"
2019-05-10,439344,"US",3,170.44,152.56,1,0,"Sat","Sat"
2019-05-17,276425,"US",2,366.77,318.33,1,1,"Fri","Sat"
2019-05-27,975330,"US",3,298.75,258.12,3,36,"Mon","Tue"
2019-05-16,975330,"US",3,394.87,345.95,2,7,"Fri","Fri"
2019-05-11,335787,"US",2,97.61,89.15,1,0,"Sat","Sat"
2019-05-29,733828,"US",2,302.32,262.5,2,2,"Wed","Fri"
2019-05-21,134635,"US",2,445.25,388.47,3,22,"Wed","Thu"
2019-05-23,669450,"US",3,250.58,222,2,2,"Thu","Sat"
2019-05-12,152630,"US",2,88.06,78.98,1,5,"Mon","Sat"
2019-05-25,152630,"US",2,99.66,90.95,1,0,"Sun","Sun"
2019-05-26,152630,"US",2,99.99,91.18,1,0,"Mon","Mon"
2019-05-21,176771,"US",3,143.91,129.5,1,4,"Wed","Sun"
2019-05-10,117061,"US",3,97.28,88.86,1,0,"Sat","Fri"
2019-05-26,309414,"US",3,96.71,87.97,1,0,"Sun","Sun"
2019-05-29,309414,"US",3,298.26,263.16,2,10,"Wed","Sat"
2019-05-21,309414,"US",3,111.16,101,1,2,"Wed","Fri"
2019-05-20,309414,"US",3,230.84,205,1,31,"Tue","Fri"
2019-05-31,107440,"US",3,115.96,104.53,1,0,"Fri","Fri"
2019-05-09,495608,"US",2,95.64,87.42,1,16,"Fri","Sun"
2019-05-09,495608,"US",2,100.73,91.87,1,0,"Fri","Thu"
2019-05-29,495608,"US",2,100.02,91.25,1,0,"Thu","Wed"
2019-05-29,495608,"US",2,100.02,91.25,1,0,"Thu","Wed"
2019-05-25,495608,"US",2,104.28,94.97,1,0,"Sun","Sat"
2019-05-20,495608,"US",2,91.78,79.67,1,0,"Mon","Mon"
2019-05-24,495608,"US",2,100.84,91.97,1,0,"Sat","Fri"
2019-05-21,495608,"US",2,85.96,78.96,1,3,"Wed","Sat"
2019-05-19,495608,"US",2,91.78,79.83,1,0,"Sun","Sun"
2019-05-27,495608,"US",2,103.17,94,1,0,"Tue","Mon"
2019-05-27,495608,"US",2,103.17,94,1,0,"Tue","Mon"
2019-05-20,495608,"US",2,98.89,90.26,1,3,"Tue","Fri"
2019-05-27,209492,"US",2,90.14,81.72,1,0,"Tue","Mon"
2019-05-24,135909,"US",3,155.98,140,1,0,"Sat","Fri"
2019-05-22,129154,"US",2,73.11,60.97,1,0,"Wed","Wed"
2019-05-29,109171,"US",2,88.04,81,1,0,"Thu","Wed"
2019-05-26,109171,"US",2,69.65,64.69,1,1,"Sun","Mon"
2019-05-23,109171,"US",2,81.6,75.15,1,0,"Thu","Thu"
2019-05-22,274189,"US",2,378.91,332.14,3,2,"Wed","Fri"
2019-05-11,107676,"US",3,187,166.98,2,0,"Fri","Fri"
2019-05-15,106371,"US",3,180.9,173.4362,1,0,"Thu","Thu"
2019-05-23,121754,"US",4,555.29,477.54,2,1,"Fri","Sat"
2019-05-14,117099,"MX",4,1315.45,1116.92,3,9,"Tue","Thu"
2019-05-25,216478,"US",2,62.73,58.63,1,8,"Sat","Sun"
2019-05-25,216478,"US",2,62.02,58.01,1,8,"Sat","Sun"
2019-05-19,129460,"US",2,42.99,41.32,1,0,"Mon","Sun"
2019-05-16,129460,"US",2,42.99,38.08,1,0,"Thu","Thu"
2019-05-10,129460,"US",2,74.39,73.45143,1,0,"Sat","Sat"
2019-05-24,670850,"ES",4,1167.02,992.23,7,20,"Fri","Thu"
2019-05-17,252624,"US",3,148.92,143.28604,1,0,"Sat","Fri"
2019-05-14,553405,"US",4,771.67,664.13,4,23,"Tue","Thu"
2019-05-25,553405,"US",4,327.86,315.267,2,51,"Sat","Mon"
2019-05-20,553405,"US",4,453.43,395.54,2,11,"Mon","Fri"
2019-05-11,211744,"US",2,71.78,69.66,1,1,"Sat","Sun"
2019-05-17,494006,"US",3,119.58,102.9,1,6,"Sat","Fri"
2019-05-19,494006,"US",3,105.9,91.55,1,5,"Mon","Sat"
2019-05-18,494006,"US",3,93.16,85.26,1,0,"Sun","Sat"
2019-05-22,105859,"US",3,112.23,101.92,1,0,"Thu","Thu"
2019-05-19,105859,"US",3,138.33,133.36321,1,0,"Sun","Sun"
2019-05-30,162947,"US",2,61.46,53.04,1,0,"Thu","Thu"
2019-05-23,113075,"US",3,78.13,72.12,1,0,"Thu","Thu"
2019-05-16,146429,"US",2,85.12,83.50544,1,0,"Wed","Wed"
2019-05-16,146429,"US",2,68.04,67.50148,1,0,"Thu","Thu"
2019-05-31,130157,"US",2,66.57,61.62,1,0,"Fri","Fri"
2019-05-12,109499,"US",3,313.14,275.96,2,20,"Sun","Sat"
2019-05-11,109499,"US",3,116.79,105.92,1,0,"Sat","Sat"
2019-05-29,109499,"US",3,117.48,106.05,1,0,"Wed","Wed"
2019-05-29,109499,"US",3,313.14,275.96,2,57,"Thu","Fri"
2019-05-26,109499,"US",3,394.09,282.89,3,0,"Sun","Sun"
2019-05-27,109499,"US",3,153.57,137.98,1,5,"Mon","Sat"
2019-05-24,109499,"US",3,136.25,122.89,1,0,"Sat","Fri"
2019-05-10,109499,"US",3,313.57,276.36,2,15,"Fri","Sat"
2019-05-17,119533,"US",2,110.02,100,1,0,"Fri","Fri"
2019-05-26,168944,"US",3,100.62,81.49344,1,0,"Sun","Sun"
2019-05-21,168944,"US",3,78.71,71.4,1,0,"Sun","Sun"
2019-05-21,311603,"US",2,174.87,154,2,2,"Wed","Fri"
2019-05-13,121366,"US",3,152.37,146.51869,1,4,"Mon","Fri"
2019-05-18,121366,"US",3,387.44,339.51,3,0,"Mon","Mon"
2019-05-27,121366,"US",3,134.24,121.11,1,2,"Mon","Wed"
2019-05-16,121366,"US",3,269.4,256.1758,2,0,"Fri","Fri"
2019-05-30,536132,"MX",3,60.13,49.38,1,1,"Fri","Sat"
2019-05-31,254120,"US",2,133.7,120.65,1,1,"Fri","Sat"
2019-05-17,642519,"US",2,119.05,107.87,1,0,"Fri","Fri"
2019-05-22,113923,"PR",4,501.55,436.16,2,80,"Wed","Sat"
2019-05-15,202354,"US",2,65.65,60.16,1,0,"Wed","Wed"
2019-05-14,202354,"US",2,138.7,125,1,4,"Tue","Sat"
2019-05-19,113748,"US",2,103.18,94,1,7,"Sun","Sun"
2019-05-24,326416,"US",2,135.97,122.61,1,1,"Fri","Sat"
2019-05-23,326416,"US",2,135.97,123,1,0,"Thu","Thu"
2019-05-10,326416,"US",2,137.77,124.18,1,0,"Sat","Sat"
2019-05-26,151449,"US",2,83.31,76.64,1,0,"Mon","Mon"
2019-05-27,139499,"US",2,80.29,74,1,0,"Mon","Mon"
2019-05-23,139499,"US",2,79.8,74.69,1,0,"Fri","Fri"
2019-05-17,263249,"US",2,127.2,113.82,1,0,"Sat","Sat"
2019-05-27,195522,"US",2,338.23,297.3,2,16,"Wed","Fri"
2019-05-18,150177,"US",2,143.03,128,1,35,"Sat","Sat"
2019-05-12,477758,"US",3,134.55,121.38,1,33,"Mon","Sat"
2019-05-29,477758,"US",3,96.81,88.45,1,9,"Wed","Fri"
2019-05-29,477758,"US",3,96.81,88.45,1,2,"Thu","Sat"
2019-05-30,477758,"US",3,147.96,133.05,1,0,"Fri","Fri"
2019-05-30,477758,"US",3,80.89,74.53,1,3,"Thu","Sun"
2019-05-30,477758,"US",3,98.4,89.84,1,50,"Fri","Sat"
2019-05-30,477758,"US",3,247.44,186.95,2,50,"Fri","Sat"
2019-05-18,477758,"US",3,250.37,221.8,1,6,"Sun","Sat"
2019-05-27,477758,"US",3,407.78,356.82,4,37,"Mon","Wed"
2019-05-13,224594,"US",3,368.62,319.92,2,11,"Tue","Sat"
2019-05-20,224594,"US",3,384.48,336.85,2,5,"Mon","Sat"
2019-05-26,108276,"US",3,103.99,94.73,1,1,"Sun","Mon"
2019-05-30,252637,"US",2,136.97,114.92,1,0,"Fri","Thu"
2019-05-16,536650,"US",2,306.6,268.52,1,22,"Fri","Sat"
2019-05-24,123015,"US",2,115.4,104.66,1,0,"Fri","Fri"
2019-05-11,327265,"US",2,107.42,97.5,1,13,"Sat","Fri"
2019-05-27,219032,"DO",3,97.69,89.25,1,1,"Tue","Wed"
2019-05-23,202786,"US",2,62.1,55.65,1,0,"Thu","Thu"
2019-05-31,494102,"US",2,276.97,244.71,2,0,"Fri","Fri"
2019-05-20,494102,"US",2,163.26,146.36,1,5,"Mon","Sat"
2019-05-19,111495,"US",2,106.6,97,1,6,"Mon","Sun"
2019-05-23,111495,"US",2,127.23,115,1,0,"Fri","Fri"
2019-05-17,138222,"US",3,75.99,70.24,1,0,"Fri","Fri"
2019-05-25,138222,"US",3,72.14,66.87,1,0,"Sat","Sat"
2019-05-25,138222,"US",3,75.99,70.24,1,0,"Sat","Sat"
2019-05-29,138222,"US",3,156.5,139.7,2,1,"Thu","Fri"
2019-05-24,152167,"US",3,161.42,137.58,2,0,"Fri","Fri"
2019-05-25,152167,"US",3,78.43,68.79,1,0,"Sat","Sat"
2019-05-22,152167,"US",3,232.41,206.27,3,0,"Thu","Thu"
2019-05-26,152167,"US",3,73.65,68.19,1,0,"Sun","Sun"
2019-05-31,240207,"US",2,52.88,50,1,0,"Fri","Fri"
2019-05-18,240207,"US",2,70.18,69.50666,1,0,"Sat","Sat"
2019-05-29,173635,"US",2,72.07,66.68,1,2,"Thu","Sat"
2019-05-16,173635,"US",2,122.65,111,2,5,"Fri","Wed"
2019-05-18,264467,"US",2,413.86,358.39,4,13,"Sat","Fri"
2019-05-10,264467,"US",2,112.04,101.75,1,1,"Fri","Sat"
2019-05-25,150508,"US",3,88.62,81.3,1,0,"Sat","Sat"
2019-05-28,150508,"US",3,98.73,91.51,1,3,"Tue","Fri"
2019-05-21,108523,"US",3,189.94,169.5,1,10,"Wed","Sat"
2019-05-12,108523,"US",3,222.57,197.75,1,76,"Sun","Sat"
2019-05-20,108523,"US",3,189.94,169.5,1,11,"Tue","Sat"
2019-05-31,327601,"US",2,106.53,96.93,1,0,"Fri","Fri"
2019-05-12,327601,"US",2,100.81,87.66,1,0,"Mon","Mon"
2019-05-10,327601,"US",2,123.45,119.5481,1,0,"Sat","Fri"
2019-05-14,126925,"US",3,264.4,233.86,2,9,"Wed","Fri"
2019-05-14,126925,"US",3,103.14,93.97,1,4,"Tue","Sat"
2019-05-12,161283,"US",2,105.65,96.17,1,0,"Sun","Sun"
2019-05-24,161283,"US",2,96.09,77.99,1,0,"Sat","Fri"
2019-05-23,213018,"US",2,157.59,140.24,1,0,"Fri","Fri"
2019-05-11,370327,"US",3,95.12,86.97,1,0,"Fri","Fri"
2019-05-11,370327,"US",3,95.12,86.97,1,0,"Sun","Sun"
2019-05-11,370327,"US",3,95.12,86.97,1,0,"Fri","Fri"
2019-05-11,370327,"US",3,198.55,176.97,1,0,"Mon","Mon"
2019-05-11,370327,"US",3,95.12,86.97,1,0,"Thu","Thu"
2019-05-11,370327,"US",3,95.12,86.97,1,0,"Sun","Sun"
2019-05-11,370327,"US",3,95.12,86.97,1,0,"Sat","Sat"
2019-05-11,370327,"US",3,95.12,86.97,1,0,"Wed","Wed"
2019-05-11,370327,"US",3,117.37,106.4,1,0,"Sat","Sat"
2019-05-11,370327,"US",3,95.12,86.97,1,0,"Tue","Tue"
2019-05-21,200047,"US",2,216.41,192.48,3,0,"Tue","Tue"
2019-05-21,222213,"US",2,79.14,73,1,0,"Tue","Tue"
2019-05-22,222213,"US",2,72.14,66.87,1,0,"Wed","Wed"
2019-05-23,222213,"US",2,71.32,66.15,1,0,"Thu","Thu"
2019-05-12,310217,"US",2,69.16,64,1,0,"Mon","Mon"
2019-05-30,310217,"US",2,68.86,63.57,1,0,"Thu","Thu"
2019-05-25,310217,"US",2,78,72,1,0,"Sun","Sat"
2019-05-11,310217,"US",2,78.6,72,1,0,"Sat","Sat"
2019-05-10,778211,"US",3,208.19,185.32,2,0,"Fri","Fri"
2019-05-11,174199,"US",3,88.59,73.97,1,6,"Sun","Sat"
2019-05-18,174199,"US",3,99.95,83.97,1,1,"Sat","Sun"
2019-05-11,123040,"US",2,68.94,63,1,0,"Sun","Sun"
2019-05-22,123040,"US",2,74.24,68,1,0,"Wed","Wed"
